coordenada,marginal_x,projecao_x,marginal_y,projecao_y
0.045,0.14633902448093103,0.14235903191057084,0.14633902448093117,0.13282711038157594
0.046,0.14801128418043227,0.14398581104736252,0.14801128418043222,0.134344965406783
0.047,0.14969891077096217,0.14562753914078488,0.14969891077096203,0.13587676845260963
0.048,0.151401994604685,0.14728430408568802,0.1514019946046849,0.137422601528738
0.049,0.15312062589694755,0.14895619364382587,0.1531206258969477,0.1389825465206658
0.05,0.15485489471564998,0.15064329543351523,0.15485489471565017,0.14055668518005762
0.051000000000000004,0.1566048909705141,0.15234569691919697,0.15660489097051408,0.14214509911500525
0.052000000000000005,0.1583707044022498,0.15406348540089695,0.15837070440224965,0.14374786978019422
0.053,0.1601524245716214,0.1557967480035895,0.16015242457162143,0.14536507846697938
0.054,0.16195014084841267,0.15754557166646174,0.1619501408484128,0.14699680629336812
0.055,0.16376394240029013,0.15931004313208105,0.1637639424002903,0.14864313419391317
0.056,0.16559391818156854,0.16109024893546556,0.16559391818156866,0.15030414290951488
0.057,0.16744015692187614,0.16288627539305758,0.16744015692187608,0.15197991297713284
0.058,0.16930274711472137,0.1646982085916018,0.16930274711472137,0.153670524719409
0.059000000000000004,0.17118177700596318,0.16652613437692798,0.1711817770059629,0.15537605823420117
0.06,0.1730773345821803,0.1683701383426387,0.1730773345821804,0.15709659338402845
0.061,0.17498950755895032,0.17023030581870358,0.17498950755895018,0.15883220978542897
0.062,0.17691838336902427,0.1721067218599602,0.17691838336902427,0.16058298679823085
0.063,0.17886404915041454,0.17399947123452178,0.17886404915041448,0.16234900351473594
0.064,0.18082659173438223,0.17590863841209392,0.18082659173438217,0.164130338748819
0.065,0.18280609763333394,0.17783430755219906,0.18280609763333378,0.16592707102494053
0.066,0.18480265302862428,0.17977656249231191,0.18480265302862434,0.16773927856707666
0.067,0.18681634375826806,0.18173548673590426,0.1868163437582679,0.16956703928756425
0.068,0.18884725530455762,0.18371116344040142,0.1888472553045577,0.17141043077586413
0.069,0.190895472781595,0.18570367540505087,0.19089547278159524,0.17326953028724154
0.07,0.19296108092273023,0.18771310505870364,0.19296108092273048,0.175144414731366
0.07100000000000001,0.19504416406791314,0.18973953444751,0.19504416406791306,0.17703516066083072
0.07200000000000001,0.197144806150956,0.1917830452225295,0.19714480615095611,0.17894184425959225
0.073,0.1992630906867137,0.19384371862725655,0.19926309068671358,0.18086454133133129
0.074,0.20139910075817158,0.19592163548506394,0.20139910075817172,0.18280332728773696
0.075,0.20355291900345637,0.19801687618656244,0.2035529190034562,0.18475827713671275
0.076,0.2057246276027553,0.20012952067687986,0.20572462760275528,0.18672946547050742
0.077,0.20791430826516136,0.20225964844286098,0.20791430826516133,0.1887169664537719
0.078,0.21012204221542982,0.20440733850018594,0.21012204221542985,0.19072085381154008
0.079,0.21234791018065965,0.20657266938041283,0.21234791018065952,0.19274120081713936
0.08,0.214591992376892,0.20875571911794233,0.21459199237689203,0.19477808028002766
0.081,0.2168543684956349,0.21095656523690606,0.21685436849563472,0.19683156453355993
0.082,0.2191351176903065,0.2131752847379822,0.21913511769030658,0.19890172542268658
0.083,0.22143431856260798,0.21541195408513522,0.22143431856260803,0.20098863429158093
0.084,0.22375204914881758,0.21766664919228548,0.22375204914881747,0.20309236197120142
0.085,0.2260883869060141,0.21993944540990673,0.22608838690601427,0.20521297876678662
0.08600000000000001,0.22844340869823043,0.2222304175115548,0.22844340869823046,0.20735055444528577
0.08700000000000001,0.230817190782532,0.22453963968032686,0.2308171907825322,0.20950515822272472
0.088,0.23320980879503178,0.2268671854952547,0.23320980879503156,0.21167685875151035
0.089,0.23562133773683266,0.22921312791763226,0.23562133773683294,0.21386572410767343
0.09,0.23805185195991,0.23157753927727773,0.23805185195991013,0.21607182177805073
0.091,0.2405014251529218,0.23396049125873422,0.24050142515292194,0.21829521864740956
0.092,0.24297013032696263,0.236362054887408,0.24297013032696235,0.2205359809855141
0.093,0.24545803980125072,0.23878230051564767,0.24545803980125075,0.2227941744341368
0.094,0.24796522518876027,0.24122129780876342,0.24796522518876032,0.22506986399401357
0.095,0.25049175738178947,0.24367911573099074,0.2504917573817893,0.22736311401174752
0.096,0.2530377065374743,0.24615582253139792,0.2530377065374744,0.2296739881666599
0.097,0.2556031420632494,0.24865148572973944,0.2556031420632491,0.23200254945759075
0.098,0.25818813260224743,0.25116617210225767,0.25818813260224754,0.2343488601896513
0.099,0.26079274601865743,0.25369994766743326,0.26079274601865754,0.23671298196092846
0.1,0.26341704938302213,0.2562528776716868,0.2634170493830219,0.23909497564914378
0.101,0.2660611089574915,0.2588250265750332,0.26606110895749185,0.24149490139826846
0.10200000000000001,0.268724990181032,0.2614164580366894,0.26872499018103224,0.24391281860509467
0.10300000000000001,0.2714087576545833,0.26402723490063934,0.2714087576545833,0.24634878590576717
0.10400000000000001,0.2741124751261772,0.2666574191811556,0.2741124751261774,0.24880286116227415
0.105,0.2768362054760143,0.2693070720482811,0.2768362054760145,0.2512751014489012
0.106,0.2795800107014981,0.27197625381327173,0.2795800107014982,0.25376556303864856
0.107,0.2823439519022332,0.2746650239140021,0.28234395190223327,0.25627430138961427
0.108,0.28512808926498734,0.2773734409003362,0.2851280892649873,0.258801371131344
0.109,0.2879324820486185,0.280101562419465,0.28793248204861854,0.26134682605115056
0.11,0.29075718856897065,0.28284944520121197,0.2907571885689707,0.26391071908040376
0.111,0.2936022661837379,0.28561714504331037,0.29360226618373786,0.26649310228079254
0.112,0.2964677712773011,0.28840471679665114,0.2964677712773012,0.2690940268305616
0.113,0.2993537592455393,0.29121221435050737,0.2993537592455393,0.2717135430107245
0.114,0.30226028448061404,0.29403969061773355,0.302260284480614,0.27435170019125427
0.115,0.30518740035573444,0.29688719751994413,0.3051874003557344,0.27700854681725423
0.116,0.3081351592098999,0.2997547859726711,0.3081351592099001,0.2796841303951095
0.117,0.31110361233262723,0.3026425058705062,0.3111036123326273,0.28237849747862387
0.11800000000000001,0.31409280994865835,0.3055504060722258,0.31409280994865835,0.28509169365514087
0.11900000000000001,0.31710280120265677,0.3084785343859034,0.31710280120265716,0.2878237635316528
0.12,0.32013363414389473,0.31142693755401013,0.3201336341438946,0.2905747507208992
0.121,0.32318535571092255,0.3143956612385068,0.32318535571092244,0.2933446978274569
0.122,0.32625801171624175,0.31738475000592875,0.32625801171624147,0.29613364643382345
0.123,0.3293516468309648,0.3203942473124656,0.3293516468309651,0.29894163708649624
0.124,0.3324663045694781,0.3234241954890389,0.3324663045694783,0.3017687092820488
0.125,0.3356020272740986,0.32647463572637897,0.3356020272740985,0.3046149014532073
0.126,0.3387588560997366,0.329545608060104,0.33875885609973677,0.3074802509549285
0.127,0.34193683099856403,0.33263715135580313,0.3419368309985642,0.31036479405048145
0.128,0.3451359907046844,0.33574930329412567,0.34513599070468437,0.31326856589753566
0.129,0.3483563727188153,0.33888210035588023,0.34835637271881525,0.3161916005342572
0.13,0.3515980132929815,0.3420355778071426,0.3515980132929815,0.31913393086541436
0.131,0.35486094741522206,0.34520976968437966,0.3548609474152224,0.32209558864849713
0.132,0.35814520879431405,0.34840470877958796,0.3581452087943141,0.32507660447985115
0.133,0.361450829844511,0.3516204266254495,0.3614508298445115,0.3280770077808274
0.134,0.36477784167031124,0.35485695348050994,0.3647778416703112,0.3310968267839526
0.135,0.3681262740512384,0.3581143183143782,0.3681262740512382,0.33413608851911997
0.136,0.3714961554266585,0.3613925487929527,0.37149615542665815,0.337194818799805
0.137,0.37488751288061933,0.36469167126367485,0.3748875128806192,0.3402730422093055
0.138,0.37830037212672435,0.3680117107408129,0.37830037212672435,0.34337078208701155
0.139,0.3817347574930374,0.371352690890779,0.38173475749303765,0.3464880605147054
0.14,0.3851906919070273,0.3747146340174813,0.38519069190702726,0.3496248983028942
0.14100000000000001,0.3886681968805475,0.37809756104771447,0.3886681968805472,0.3527813149771793
0.14200000000000002,0.392167292494861,0.3815014915165903,0.3921672924948608,0.3559573287646614
0.14300000000000002,0.39568799738570837,0.38492644355301114,0.3956879973857079,0.35915295658038765
0.14400000000000002,0.3992303287284194,0.38837243386518916,0.39923032872841935,0.3623682140138398
0.145,0.4027943022230815,0.3918394777262144,0.40279430222308144,0.36560311531546885
0.146,0.40637993207975215,0.39532758895967274,0.4063799320797521,0.36885767338327613
0.147,0.40998723100373163,0.3988367799253173,0.40998723100373125,0.37213189974944383
0.148,0.4136162101808909,0.4023670615047967,0.41361621018089056,0.3754258045670189
0.149,0.41726687926306216,0.40591844308744146,0.41726687926306205,0.3787393965966513
0.15,0.4209392463534906,0.4094909325561119,0.42093924635349056,0.38207268319338933
0.151,0.42463331799235177,0.4130845362731099,0.4246333179923515,0.3854256702935348
0.152,0.42834909914233743,0.4166992590661576,0.42834909914233765,0.3887983624015604
0.153,0.4320865931743168,0.4203351042144456,0.4320865931743174,0.39219076257709223
0.154,0.4358458018530668,0.423992073434753,0.4358458018530669,0.39560287242195924
0.155,0.4396267253230785,0.42767016686764303,0.4396267253230788,0.39903469206731296
0.156,0.4434293620944515,0.4313693830637351,0.4434293620944515,0.40248622016081886
0.157,0.44725370902886075,0.43508971897005805,0.447253709028861,0.40595745385392323
0.158,0.4510997613256167,0.4388311699164867,0.4510997613256171,0.40944838878919815
0.159,0.45496751250780954,0.4425937296022634,0.4549675125078093,0.4129590190877653
0.16,0.4588569544085432,0.4463773900826091,0.45885695440854274,0.4164893373368034
0.161,0.46276807715726853,0.45018214175542476,0.46276807715726864,0.4200393345771403
0.162,0.4667008691662112,0.45400797334808823,0.46670086916621134,0.42360900029093407
0.163,0.4706553171168946,0.4578548719043476,0.47065531711689523,0.4271983223894433
0.164,0.47463140594677367,0.4617228227713133,0.4746314059467738,0.4308072872008907
0.165,0.47862911883596476,0.4656118095865552,0.478629118835965,0.43443587945842393
0.166,0.48264843719409417,0.4695218142653018,0.4826484371940942,0.4380840822881721
0.167,0.4866893406472486,0.4734528169877514,0.4866893406472489,0.44175187719740616
0.168,0.49075180702504667,0.4774047961864914,0.4907518070250466,0.44543924406280105
0.169,0.49483581234782215,0.4813777285340325,0.49483581234782187,0.44914616111880407
0.17,0.4989413308139307,0.48537158893046023,0.4989413308139309,0.45287260494611364
0.171,0.5030683347871803,0.4893863504912045,0.5030683347871803,0.4566185504602675
0.17200000000000001,0.5072167947843818,0.4934219845349338,0.5072167947843821,0.46038397090034755
0.17300000000000001,0.511386679463036,0.4974784605715717,0.5113866794630358,0.46416883781779894
0.17400000000000002,0.5155779556091443,0.5015557462904447,0.5155779556091445,0.46797312106537103
0.17500000000000002,0.5197905881251623,0.5056538075485575,0.5197905881251625,0.4717967887861782
0.176,0.5240245400180844,0.5097726083590052,0.5240245400180839,0.47563980740288764
0.177,0.5282797723876687,0.5139121108795207,0.5282797723876685,0.4795021416070338
0.178,0.5325562444148136,0.5180722754011605,0.5325562444148131,0.4833837543484613
0.179,0.5368539133500672,0.522253060337134,0.5368539133500675,0.48728460682490304
0.18,0.5411727345023019,0.5264544222117791,0.5411727345023014,0.49120465847169276
0.181,0.545512661227522,0.5306763156496822,0.5455126612275216,0.49514386695161466
0.182,0.5498736449178457,0.5349186933649526,0.5498736449178457,0.49910218814489554
0.183,0.5542556349906319,0.5391815061506487,0.5542556349906322,0.5030795761393387
0.184,0.5586585788777729,0.5434647028683612,0.5586585788777734,0.5070759832206049
0.185,0.5630824220151492,0.5477682304379543,0.5630824220151492,0.5110913598626404
0.186,0.5675271078322504,0.5520920338274711,0.5675271078322508,0.5151256547182584
0.187,0.5719925777419711,0.5564360560432018,0.5719925777419708,0.5191788146098721
0.188,0.5764787711305672,0.5608002381199212,0.5764787711305678,0.5232507845203859
0.189,0.580985625347806,0.5651845191112955,0.5809856253478053,0.5273415075842443
0.19,0.5855130756972682,0.5695888360804628,0.5855130756972686,0.5314509250786434
0.191,0.5900610554268632,0.5740131240907905,0.5900610554268635,0.5355789764149075
0.192,0.5946294957194977,0.5784573161968087,0.5946294957194971,0.5397255991300285
0.193,0.5992183256839473,0.5829213434353293,0.5992183256839475,0.5438907288783806
0.194,0.6038274723459209,0.5874051348167451,0.6038274723459212,0.5480742994236018
0.195,0.6084568606393032,0.5919086173165197,0.608456860639303,0.5522762426306533
0.196,0.6131064133976012,0.5964317158668643,0.6131064133976019,0.5564964884580539
0.197,0.6177760513455935,0.600974353348609,0.6177760513455941,0.5607349649502952
0.198,0.6224656930911662,0.6055364505832674,0.6224656930911663,0.5649915982304381
0.199,0.6271752551173632,0.6101179263253013,0.6271752551173637,0.5692663124928947
0.2,0.631904651774642,0.6147186972545826,0.6319046517746425,0.573559029996396
0.201,0.6366537952733324,0.6193386779690639,0.6366537952733324,0.5778696710571518
0.202,0.6414225956763111,0.6239777809776477,0.6414225956763107,0.5821981540421988
0.203,0.6462109608918892,0.6286359166932706,0.6462109608918893,0.5865443953629468
0.20400000000000001,0.6510187966669214,0.6333129934261946,0.6510187966669212,0.5909083094689197
0.20500000000000002,0.6558460065801235,0.6380089173775131,0.6558460065801237,0.5952898088416965
0.20600000000000002,0.6606924920356259,0.6427235926328746,0.6606924920356261,0.5996888039890544
0.20700000000000002,0.6655581522567401,0.6474569211564223,0.6655581522567412,0.6041052034393155
0.20800000000000002,0.6704428842799658,0.6522088027849574,0.6704428842799649,0.6085389137358994
0.209,0.675346582949204,0.6569791352223254,0.6753465829492049,0.6129898394320866
0.21,0.6802691409102433,0.6617678140340288,0.6802691409102439,0.6174578830859913
0.211,0.6852104486054349,0.6665747326420681,0.6852104486054355,0.621942945255748
0.212,0.6901703942686391,0.6713997823200152,0.6901703942686398,0.6264449244949146
0.213,0.695148863920398,0.6762428521883186,0.6951488639203982,0.6309637173480926
0.214,0.700145741363353,0.681103829209847,0.7001457413633525,0.6354992183467681
0.215,0.7051609081779057,0.68598259818567,0.7051609081779051,0.6400513200053755
0.216,0.7101942437181326,0.6908790417510788,0.7101942437181327,0.6446199128175848
0.217,0.7152456251079442,0.6957930403718522,0.715245625107944,0.6492048852528174
0.218,0.7203149272374938,0.7007244723407663,0.7203149272374944,0.6538061237529899
0.219,0.7254020227598512,0.7056732137743524,0.7254020227598514,0.658423512729488
0.22,0.7305067820879217,0.7106391386099057,0.7305067820879213,0.6630569345603768
0.221,0.7356290733916309,0.715622118602744,0.7356290733916304,0.6677062695878426
0.222,0.7407687625953716,0.7206220233237242,0.7407687625953718,0.6723713961158748
0.223,0.7459257133757132,0.7256387201570116,0.7459257133757131,0.6770521904081861
0.224,0.7510997871593716,0.7306720742981105,0.7510997871593716,0.681748526686374
0.225,0.7562908431214562,0.7357219487521548,0.7562908431214568,0.6864602771283257
0.226,0.7614987381839835,0.7407882043324616,0.7614987381839835,0.6911873118668691
0.227,0.7667233270146583,0.7458706996593488,0.7667233270146576,0.6959294989886695
0.228,0.7719644620259339,0.7509692911592208,0.771964462025935,0.7006867045333763
0.229,0.777221993374358,0.7560838330639228,0.7772219933743577,0.7054587924930206
0.23,0.7824957689601691,0.7612141774103655,0.7824957689601687,0.7102456248116649
0.231,0.7877856344272071,0.7663601740404226,0.7877856344272072,0.7150470613853078
0.232,0.7930914331630837,0.7715216706011039,0.793091433163084,0.7198629600620452
0.233,0.7984130062996451,0.7766985125450028,0.7984130062996451,0.7246931766424881
0.234,0.8037501927137182,0.7818905431310244,0.8037501927137173,0.7295375648804416
0.23500000000000001,0.8091028290281438,0.7870976034253923,0.8091028290281442,0.7343959764838445
0.23600000000000002,0.8144707496131115,0.7923195323029367,0.8144707496131105,0.7392682611159714
0.23700000000000002,0.8198537865877594,0.797556166448667,0.8198537865877588,0.7441542663968994
0.23800000000000002,0.8252517698220974,0.8028073403596295,0.8252517698220976,0.7490538379052419
0.23900000000000002,0.8306645269392066,0.8080728863470507,0.8306645269392066,0.7539668191801485
0.24,0.8360918833177354,0.8133526345387695,0.836091883317736,0.7588930517235738
0.241,0.841533662094705,0.8186464128819599,0.8415336620947048,0.763832375002818
0.242,0.8469896841685984,0.8239540471461437,0.8469896841685985,0.7687846264533381
0.243,0.8524597682027676,0.8292753609264966,0.8524597682027673,0.7737496414818328
0.244,0.8579437306291267,0.8346101756474478,0.8579437306291273,0.7787272534696004
0.245,0.8634413856521639,0.839958310566578,0.8634413856521648,0.7837172937761762
0.246,0.8689525452532462,0.8453195827788086,0.8689525452532458,0.7887195917432415
0.247,0.8744770191952335,0.8506938072208949,0.8744770191952334,0.7937339746988153
0.248,0.8800146150274097,0.856080796676215,0.8800146150274093,0.7987602679617232
0.249,0.88556513809071,0.8614803617798604,0.8855651380907098,0.8037982948463466
0.25,0.8911283915232658,0.8668923110240283,0.891128391523266,0.8088478766676542
0.251,0.89670417626626,0.8723164507637167,0.896704176266259,0.813908832746516
0.252,0.9022922910700868,0.8777525852227226,0.9022922910700872,0.8189809804152994
0.253,0.907892532500843,0.8832005164999462,0.9078925325008446,0.8240641350237518
0.254,0.9135046949471164,0.8886600445760013,0.9135046949471164,0.8291581099451675
0.255,0.9191285706270879,0.8941309673201288,0.919128570627088,0.8342627165828397
0.256,0.9247639495959701,0.8996130804974225,0.9247639495959699,0.8393777643768014
0.257,0.9304106197537408,0.9051061777763613,0.9304106197537422,0.8445030608108534
0.258,0.9360683668532132,0.910610050736649,0.9360683668532128,0.8496384114198794
0.259,0.9417369745083998,0.916124488877367,0.9417369745083988,0.8547836197974529
0.26,0.9474162242032215,0.9216492796254346,0.947416224203222,0.8599384876037307
0.261,0.95310589530053,0.9271842083443823,0.95310589530053,0.8651028145736392
0.262,0.9588057650514316,0.9327290583434374,0.9588057650514323,0.8702763985253512
0.263,0.9645156086049612,0.9382836108869183,0.9645156086049604,0.8754590353690511
0.264,0.9702351990180493,0.9438476452039464,0.9702351990180493,0.8806505191159978
0.265,0.9759643072658404,0.9494209384984672,0.9759643072658396,0.8858506418878725
0.266,0.9817027022523037,0.9550032659595866,0.9817027022523026,0.8910591939264254
0.267,0.9874501508211869,0.9605944007722208,0.9874501508211875,0.8962759636034106
0.268,0.9932064177672917,0.9661941141280593,0.9932064177672919,0.9015007374308162
0.269,0.998971265848056,0.9718021752368442,0.9989712658480555,0.9067333000713877
0.27,1.0047444557954757,0.9774183513379608,1.0047444557954757,0.9119734343494433
0.271,1.0105257463283475,0.9830424077123463,1.010525746328347,0.9172209212619841
0.272,1.0163148941648246,0.9886741076947085,1.0163148941648248,0.9224755399900959
0.273,1.0221116540353108,0.9943132126860638,1.022111654035311,0.9277370679106467
0.274,1.0279157786956648,0.9999594821665854,1.0279157786956632,0.9330052806082751
0.275,1.0337270189407275,1.0056126737087692,1.0337270189407266,0.9382799518876748
0.276,1.0395451236181905,1.0112725429909097,1.0395451236181903,0.9435608537861679
0.277,1.045369839642764,1.016938843810895,1.0453698396427629,0.9488477565865763
0.278,1.0512009120106751,1.0226113281003106,1.0512009120106751,0.9541404288303807
0.279,1.0570380838144993,1.028289745938858,1.0570380838144997,0.959438637331175
0.28,1.062881096258295,1.0339738455690868,1.062881096258295,0.964742147188411
0.281,1.0687296886730695,1.0396633734114389,1.0687296886730702,0.9700507218014351
0.28200000000000003,1.0745835985325678,1.0453580740796025,1.074583598532569,0.9753641228838151
0.28300000000000003,1.0804425614693756,1.0510576903961806,1.0804425614693747,0.9806821104779592
0.28400000000000003,1.0863063112913338,1.0567619634086658,1.0863063112913347,0.9860044429700202
0.28500000000000003,1.0921745799983007,1.06247063240573,1.0921745799983018,0.991330877105097
0.28600000000000003,1.098047097799194,1.0681834349338182,1.098047097799194,0.9966611680027141
0.28700000000000003,1.103923593129373,1.0739001068140537,1.1039235931293725,1.0019950691725978
0.28800000000000003,1.1098037926683337,1.0796203821594486,1.1098037926683333,1.0073323325307322
0.289,1.1156874213577161,1.0853439933924236,1.115687421357715,1.0126727084157072
0.29,1.121574202419623,1.09107067126263,1.121574202419622,1.0180159456053466
0.291,1.1274638573752565,1.0968001448650775,1.1274638573752562,1.0233617913336226
0.292,1.133356106063865,1.1025321416585645,1.1333561060638655,1.0287099913078512
0.293,1.1392506666619997,1.108266387484414,1.1392506666620004,1.0340602897261748
0.294,1.1451472557030777,1.1140026065855042,1.1451472557030784,1.0394124292953175
0.295,1.1510455880972597,1.1197405216256027,1.1510455880972603,1.0447661512486253
0.296,1.1569453771516292,1.1254798537089994,1.1569453771516285,1.0501211953643845
0.297,1.162846334590673,1.1312203224004351,1.162846334590674,1.055477299984415
0.298,1.1687481705770864,1.1369616457453229,1.1687481705770852,1.0608342020329398
0.299,1.1746505937328382,1.1427035402902679,1.1746505937328389,1.0661916370357283
0.3,1.1805533111605917,1.148445721103876,1.1805533111605917,1.0715493391395137
0.301,1.1864560284653713,1.1541879017978551,1.1864560284653711,1.0769070411316797
0.302,1.1923584497765627,1.159929794548404,1.1923584497765618,1.0822644744602192
0.303,1.1982602777701872,1.1656711101178876,1.1982602777701885,1.087621369253957
0.304,1.2041612136914916,1.1714115578767996,1.2041612136914912,1.092977454343041
0.305,1.210060957377793,1.1771508458260083,1.2100609573777923,1.098332457279701
0.306,1.2159592072816534,1.1828886806192804,1.215959207281653,1.1036861043592625
0.307,1.2218556604943156,1.1886247675860897,1.2218556604943156,1.109038120641428
0.308,1.2277500127694343,1.1943588107546985,1.2277500127694343,1.1143882299718144
0.309,1.2336419585470833,1.2000905128755168,1.2336419585470844,1.1197361550037472
0.31,1.239531190978057,1.2058195754447338,1.239531190978056,1.1250816172203095
0.311,1.2454174019484239,1.2115456987282207,1.2454174019484239,1.130424336956645
0.312,1.2513002821043955,1.2172685817857005,1.251300282104396,1.1357640334225092
0.313,1.2571795208774308,1.2229879224951872,1.2571795208774306,1.141100424725072
0.314,1.263054806509632,1.2287034175776848,1.263054806509632,1.1464332278919631
0.315,1.2689258260794074,1.2344147626221513,1.2689258260794074,1.151762158894565
0.316,1.2747922655273929,1.2401216521107188,1.2747922655273944,1.157086932671543
0.317,1.2806538096826514,1.2458237794441713,1.2806538096826519,1.1624072631526194
0.318,1.2865101422891059,1.2515208369676756,1.2865101422891074,1.1677228632825785
0.319,1.2923609460322687,1.257212515996763,1.2923609460322694,1.1730334450455115
0.32,1.298205902566187,1.26289850684356,1.2982059025661863,1.1783387194892898
0.321,1.3040446925406657,1.2685784988432627,1.304044692540665,1.1836383967502653
0.322,1.3098769956287355,1.2742521803808542,1.309876995628735,1.188932186078202
0.323,1.3157024905543595,1.2799192389180645,1.3157024905543582,1.1942197958614278
0.324,1.3215208551203856,1.28557936102056,1.3215208551203836,1.1995009336522051
0.325,1.3273317662367452,1.2912322323853758,1.327331766236743,1.2047753061923254
0.326,1.333134899948884,1.2968775378685697,1.3331348999488806,1.210042619438913
0.327,1.3389299314664196,1.3025149615131097,1.3389299314664171,1.2153025785904434
0.328,1.3447165351920491,1.3081441865769825,1.3447165351920465,1.2205548881129713
0.329,1.3504943847506607,1.3137648955615229,1.3504943847506579,1.2257992517665626
0.33,1.3562631530186873,1.3193767702399628,1.3562631530186806,1.231035372631932
0.331,1.362022512153656,1.3249794916861926,1.362022512153651,1.2362629531372777
0.332,1.3677721336240012,1.3305727403037348,1.3677721336239952,1.2414816950853165
0.333,1.3735116882390346,1.3361561958549224,1.3735116882390246,1.246691299680507
0.334,1.3792408461791514,1.341729537490284,1.3792408461791414,1.2518914675564692
0.335,1.384959277026264,1.3472924437781295,1.3849592770262515,1.2570818988035868
0.336,1.3906666497943907,1.352844592734328,1.3906666497943758,1.2622622929967926
0.337,1.3963626329604821,1.3583856618522854,1.3963626329604644,1.267432349223539
0.338,1.4020468944954214,1.3639153281331042,1.402046894495401,1.2725917661119386
0.339,1.4077191018952298,1.3694332681159354,1.4077191018952036,1.2777402418590824
0.34,1.41337892221244,1.3749391579085084,1.4133789222124058,1.2828774742595268
0.341,1.419026022087665,1.3804326732178394,1.419026022087625,1.2880031607339457
0.342,1.4246600677813575,1.3859134893811134,1.4246600677813097,1.2931169983579445
0.343,1.4302807252057177,1.3913812813967397,1.4302807252056593,1.2982186838910361
0.34400000000000003,1.4358876599567865,1.3968357239555675,1.4358876599567156,1.303307913805767
0.34500000000000003,1.4414805373467088,1.4022764914722698,1.441480537346623,1.3083843843169987
